-30,-58,12,8,-5,-26,25,33,24,44
1,20,-106,19,3,7,-4,-40,-1,-12
32,50,57,46,-90,-48,-74,51,-73,-74
-42,33,49,-69,-34,-50,38,41,64,-99
37,32,33,-46,2,-130,-14,29,2,42
-42,-27,5,-29,63,1,-14,25,4,-33
40,-46,-36,-46,-5,22,-5,9,-39,32
10,19,-47,10,-50,32,-51,33,43,4
35,-55,12,29,23,-45,-28,19,-40,38
38,54,-7,-37,44,-39,36,-33,-21,-78
44,-59,51,28,-86,3,-55,6,42,43
-14,-36,-49,39,-20,31,-57,13,16,19
-55,54,8,-9,3,-29,38,-33,1,34
14,-40,-15,-30,-2,-7,45,-67,19,-13
-86,-3,-62,-11,48,2,-76,8,-30,-16
-42,4,1,2,-50,85,-52,24,-61,45
14,-21,38,-47,33,-5,45,-14,30,18
-85,30,55,17,-68,26,-70,53,-30,-107
-53,41,19,39,-63,44,-27,-93,26,-44
6,-13,-34,-1,39,-57,12,38,24,-9
-72,11,-36,-30,36,36,-35,-4,-62,47
-54,42,-26,-61,4,-56,54,-16,11,36
-32,-47,23,44,-15,52,45,-53,19,5
-93,47,31,48,29,-25,-21,-7,8,12
29,26,-53,-35,-69,36,30,41,-96,-65
23,-40,71,12,13,-1,34,-1,-65,-86
56,10,44,20,-99,0,-16,19,-11,-31
42,35,9,-96,22,32,17,-28,44,-15
17,47,-14,50,0,24,38,12,-86,-92
25,-20,41,6,33,21,-36,-60,56,-34
